ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Abschlussprofil Edelstahl (V4A, 316L) natur 12,5 mm 250 cm;;;09048120;Dural GmbH;10000;22,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0810;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 100 cm;;;09101060;Dural GmbH;10000;5,84;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0820;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 8 mm 100 cm;;;09101080;Dural GmbH;10000;5,98;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0830;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 9 mm 100 cm;;;09101090;Dural GmbH;10000;6,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0840;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 10 mm 100 cm;;;09101100;Dural GmbH;10000;6,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0850;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 11 mm 100 cm;;;09101110;Dural GmbH;10000;6,66;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0860;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 12,5 mm 100 cm;;;09101120;Dural GmbH;10000;6,94;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0870;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 15 mm 100 cm;;;09101150;Dural GmbH;10000;7,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0880;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Eckschutzprofil Aluminium natur 20 × 20 mm 300 cm;;;09102020;Dural GmbH;10000;7,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.080.0010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 8 mm 300 cm;;;09102080;Dural GmbH;10000;5,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0890;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 9 mm 300 cm;;;09102090;Dural GmbH;10000;5,74;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0900;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 10 mm 300 cm;;;09102100;Dural GmbH;10000;5,84;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0910;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 11 mm 300 cm;;;09102110;Dural GmbH;10000;6,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0920;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 12,5 mm 300 cm;;;09102120;Dural GmbH;10000;6,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0930;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 15 mm 300 cm;;;09102150;Dural GmbH;10000;7,02;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0940;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Eckschutzprofil Aluminium natur 25 × 25 mm 300 cm;;;09102525;Dural GmbH;10000;9,12;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.080.0020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Eckschutzprofil Aluminium natur 30 × 30 mm 300 cm;;;09103030;Dural GmbH;10000;13,72;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.080.0030;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Eckschutzprofil Aluminium natur 40 × 40 mm 300 cm;;;091040403;Dural GmbH;10000;19,62;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.080.0040;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 2 mm 250 cm;;;09108020;Dural GmbH;10000;5,02;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0950;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 2 mm 250 cm;;;0910802099;Dural GmbH;10000;7,66;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0960;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 3 mm 250 cm;;;09108030;Dural GmbH;10000;5,12;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0970;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 3 mm 250 cm;;;0910803099;Dural GmbH;10000;7,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0980;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 4,5 mm 250 cm;;;09108040;Dural GmbH;10000;5,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.0990;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 4,5 mm 250 cm;;;0910804099;Dural GmbH;10000;7,94;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1000;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 250 cm;;;09108060;Dural GmbH;10000;5,58;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 250 cm;;;0910806099;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 8 mm 250 cm;;;09108080;Dural GmbH;10000;5,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1030;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 8 mm 250 cm;;;0910808099;Dural GmbH;10000;8,48;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1040;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil mit breitem Auflageschenkel Aluminium natur 8 mm 250 cm;;;09108081;Dural GmbH;10000;6,5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1050;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 9 mm 250 cm;;;09108090;Dural GmbH;10000;5,74;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1060;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 10 mm 250 cm;;;09108100;Dural GmbH;10000;5,84;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 10 mm 250 cm;;;0910810099;Dural GmbH;10000;8,66;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 11 mm 250 cm;;;09108110;Dural GmbH;10000;6,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 11 mm 250 cm;;;0910811099;Dural GmbH;10000;8,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 12,5 mm 250 cm;;;09108120;Dural GmbH;10000;6,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 12,5 mm 250 cm;;;0910812099;Dural GmbH;10000;9,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1120;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 15 mm 250 cm;;;09108150;Dural GmbH;10000;7,02;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1130;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 15 mm 250 cm;;;0910815099;Dural GmbH;10000;9,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1140;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 16,5 mm 250 cm;;;09108165;Dural GmbH;10000;7,64;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1150;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 18,5 mm 250 cm;;;09108180;Dural GmbH;10000;8,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1160;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 18,5 mm 250 cm;;;0910818099;Dural GmbH;10000;10,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1170;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 20 mm 250 cm;;;09108200;Dural GmbH;10000;8,5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1180;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 20 mm 250 cm;;;0910820099;Dural GmbH;10000;10,7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1190;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 22 mm 250 cm;;;09108220;Dural GmbH;10000;9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1200;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 22 mm 250 cm;;;0910822099;Dural GmbH;10000;11,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1210;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 25 mm 250 cm;;;09108250;Dural GmbH;10000;9,48;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1220;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares Abschlussprofil Aluminium natur 25 mm 250 cm;;;0910825099;Dural GmbH;10000;11,42;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1230;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium natur 30 mm 250 cm;;;09108300;Dural GmbH;10000;10,5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1240;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium silber eloxiert 100 cm;;;09111060;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1250;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium silber eloxiert 8 mm 100 cm;;;09111080;Dural GmbH;10000;8,48;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1260;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium silber eloxiert 9 mm 100 cm;;;09111090;Dural GmbH;10000;8,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1270;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium silber eloxiert 10 mm 100 cm;;;09111100;Dural GmbH;10000;8,96;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1280;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium silber eloxiert 11 mm 100 cm;;;09111110;Dural GmbH;10000;9,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1290;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium silber eloxiert 12,5 mm 100 cm;;;09111120;Dural GmbH;10000;9,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1300;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium silber eloxiert 15 mm 100 cm;;;09111150;Dural GmbH;10000;11,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1310;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 8 mm 300 cm;;;09112080;Dural GmbH;10000;8,02;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1320;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 9 mm 300 cm;;;09112090;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1330;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 10 mm 300 cm;;;09112100;Dural GmbH;10000;8,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1340;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 11 mm 300 cm;;;09112110;Dural GmbH;10000;8,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1350;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 12,5 mm 300 cm;;;09112120;Dural GmbH;10000;9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1360;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 15 mm 300 cm;;;09112150;Dural GmbH;10000;10,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1370;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 2 mm 250 cm;;;09118020;Dural GmbH;10000;7,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1380;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares winkel-abschlussprofil Aluminium eloxiert silber 2 mm 250 cm;;;0911802099;Dural GmbH;10000;10,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1390;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 3 mm 250 cm;;;09118030;Dural GmbH;10000;7,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1400;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares winkel-abschlussprofil Aluminium eloxiert silber 3 mm 250 cm;;;0911803099;Dural GmbH;10000;10,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1410;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 4,5 mm 250 cm;;;09118040;Dural GmbH;10000;7,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1420;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares winkel-abschlussprofil Aluminium eloxiert silber 4,5 mm 250 cm;;;0911804099;Dural GmbH;10000;10,34;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1430;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 250 cm;;;09118060;Dural GmbH;10000;7,64;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1440;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares winkel-abschlussprofil Aluminium eloxiert silber 250 cm;;;0911806099;Dural GmbH;10000;10,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1450;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 8 mm 250 cm;;;09118080;Dural GmbH;10000;8,02;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1460;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert, gebürstet silber 8 mm 250 cm;;;0911808031;Dural GmbH;10000;9,66;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1470;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares winkel-abschlussprofil Aluminium eloxiert silber 8 mm 250 cm;;;0911808099;Dural GmbH;10000;10,78;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1480;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 9 mm 250 cm;;;09118090;Dural GmbH;10000;8,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1490;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 10 mm 250 cm;;;09118100;Dural GmbH;10000;8,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1500;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert, gebürstet silber 10 mm 250 cm;;;0911810031;Dural GmbH;10000;10,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1510;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares winkel-abschlussprofil Aluminium eloxiert silber 10 mm 250 cm;;;0911810099;Dural GmbH;10000;11,38;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1520;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 11 mm 250 cm;;;09118110;Dural GmbH;10000;8,66;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1530;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares winkel-abschlussprofil Aluminium eloxiert silber 11 mm 250 cm;;;0911811099;Dural GmbH;10000;11,7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1540;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 12,5 mm 250 cm;;;09118120;Dural GmbH;10000;9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1550;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert, gebürstet silber 12,5 mm 250 cm;;;0911812031;Dural GmbH;10000;10,86;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1560;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares winkel-abschlussprofil Aluminium eloxiert silber 12,5 mm 250 cm;;;0911812099;Dural GmbH;10000;12,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1570;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 15 mm 250 cm;;;09118150;Dural GmbH;10000;10,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1580;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Biegbares winkel-abschlussprofil Aluminium eloxiert silber 15 mm 250 cm;;;0911815099;Dural GmbH;10000;12,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1590;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert silber 22 mm 250 cm;;;09118220;Dural GmbH;10000;12,9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1600;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert gold 9 mm 250 cm;;;09128091;Dural GmbH;10000;8,48;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1610;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert gold 12,5 mm 250 cm;;;09128121;Dural GmbH;10000;9,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1620;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Winkel-Abschlussprofil Aluminium eloxiert gold 15 mm 250 cm;;;09128151;Dural GmbH;10000;10,84;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.020.1630;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
