Prosema Artikelnummer,Lieferantenartikelnummer,Hauptgruppe,Untergruppe,PROSEMA Kurztext,PROSEMA Langtext,Kurzbeschreibung,Referenz (Matchcode),GTIN (EAN-Nummer),Artikeltyp,Einheit,Kategorie,Aktiv,Im Verkauf,Steuersatz,Im Shop verfügbar,Im Shop aktiv,Bestand übertragen,Gewichtseinheit,Grundmaterial,Oberfläche,Farbe,Produktfamilie,Rabattcode,Verkaufseinheit,Verpackung,VPE 1,VPE 2,VPE 3,Breite in mm,Länge in cm,Höhe in mm,Bodenleger,Dachdecker,Landschaftsgärtner,Plattenleger,Artikelbeschreibung HTML,Nettogewicht kg,Produkt-ID (Prosema),Varianten-ID (Prosema),Einkaufspreis EUR netto,Lieferanten Firmenname,Lieferantennummer,"Verkaufspreis €, BE",Zolltarifnummer,weclapp Artikel-ID,weclapp Bezugsquelle-ID,weclapp Breite (m),weclapp Einheit-ID,weclapp Erstellt am,weclapp Geändert am,weclapp Kategorie-ID,weclapp Version
050.010.0040,09020752,Balkon und Terrasse,Balkonwinkelprofile,"Balkonwinkelprofil Edelstahl (V2A, 304) silber 80 × 75 mm","Balkonwinkelprofil aus Edelstahl (V2A, 304) silber für Randabschlüsse, Winkelanschlüsse und Entwässerungsdetails auf Balkon- und Terrassenflächen. Das Profil unterstützt eine saubere Kantenausbildung und führt Wasser kontrolliert vom Belagsrand weg. Abmessung: 80 × 75 mm, Material: Edelstahl (V2A, 304), Farbe: silber, Artikelnummer: 09020752.","Balkonwinkelprofil Edelstahl (V2A, 304) silber 80 × 75 mm","BWE 75-X, 1",4018448052471,STORABLE,Stk.,gid://shopify/Product/15986722111818,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Silber,DURABAL BW,A,Stück,,10,50,,80,,75,,,,,,"0,3",gid://shopify/Product/15986722111818,gid://shopify/ProductVariant/63188775338314,51,DURAL GmbH,10000,21.34,72224050,106721,150586,"0,08",3566,05.07.2026 20:08,24.08.2026 16:31,20347,18
050.010.0050,09020951,Balkon und Terrasse,Balkonwinkelprofile,"Balkonwinkelprofil Edelstahl (V2A, 304) silber 80 × 95 mm","Balkonwinkelprofil aus Edelstahl (V2A, 304) silber für Randabschlüsse, Winkelanschlüsse und Entwässerungsdetails auf Balkon- und Terrassenflächen. Das Profil unterstützt eine saubere Kantenausbildung und führt Wasser kontrolliert vom Belagsrand weg. Abmessung: 80 × 95 mm, Material: Edelstahl (V2A, 304), Farbe: silber, Artikelnummer: 09020951.","Balkonwinkelprofil Edelstahl (V2A, 304) silber 80 × 95 mm","BWE 95-XC, 1",4018448052570,STORABLE,Stk.,gid://shopify/Product/15986723586378,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Silber,DURABAL BW,A,Stück,,10,50,,80,,95,,,,,,"0,2",gid://shopify/Product/15986723586378,gid://shopify/ProductVariant/63188794245450,36.74,DURAL GmbH,10000,15.37,72224050,106722,150590,"0,08",3566,05.07.2026 20:08,24.08.2026 16:31,20347,18
050.010.0060,09020952,Balkon und Terrasse,Balkonwinkelprofile,"Balkonwinkelprofil Edelstahl (V2A, 304) silber 80 × 95 mm","Balkonwinkelprofil aus Edelstahl (V2A, 304) silber für Randabschlüsse, Winkelanschlüsse und Entwässerungsdetails auf Balkon- und Terrassenflächen. Das Profil unterstützt eine saubere Kantenausbildung und führt Wasser kontrolliert vom Belagsrand weg. Abmessung: 80 × 95 mm, Material: Edelstahl (V2A, 304), Farbe: silber, Artikelnummer: 09020952.","Balkonwinkelprofil Edelstahl (V2A, 304) silber 80 × 95 mm","BWE 95-X, 1",4018448052488,STORABLE,Stk.,gid://shopify/Product/15986725028170,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Silber,DURABAL BW,A,Stück,,10,50,,80,,95,,,,,,"0,3",gid://shopify/Product/15986725028170,gid://shopify/ProductVariant/63188821770570,57.42,DURAL GmbH,10000,24.04,72224050,106723,150594,"0,08",3566,05.07.2026 20:08,24.08.2026 16:31,20347,18
020.020.0260,9021060,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 6mm 100 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 100 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09021060.","Abschlussprofil Edelstahl (V2A, 304) natur 6mm 100 cm","DSE 60, 100",4018448006337,STORABLE,lfm,gid://shopify/Product/15986726502730,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,100,6,,,,,,"0,161",gid://shopify/Product/15986726502730,gid://shopify/ProductVariant/63188840382794,18.22,DURAL GmbH,10000,7.63,72224050,106724,150598,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,16
020.020.0270,09021080,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 8 mm 100 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 8 mm 100 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09021080.","Abschlussprofil Edelstahl (V2A, 304) natur 8 mm 100 cm","DSE 80, 100",4018448006344,STORABLE,lfm,gid://shopify/Product/15986727846218,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,100,8,,,,,,"0,174",gid://shopify/Product/15986727846218,gid://shopify/ProductVariant/63188850671946,18.98,DURAL GmbH,10000,7.94,72224050,106725,150602,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,16
020.020.0280,09021100,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 10 mm 100 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 10 mm 100 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09021100.","Abschlussprofil Edelstahl (V2A, 304) natur 10 mm 100 cm","DSE 100, 100",4018448006351,STORABLE,lfm,gid://shopify/Product/15953278763338,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,100,10,,,,,,"0,186",gid://shopify/Product/15953278763338,gid://shopify/ProductVariant/62904806146378,19.92,DURAL GmbH,10000,8.34,72224050,106726,150606,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,23
020.020.0290,09021110,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 11 mm 100 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 11 mm 100 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09021110.","Abschlussprofil Edelstahl (V2A, 304) natur 11 mm 100 cm","DSE 110, 100",4018448080948,STORABLE,lfm,gid://shopify/Product/15986729910602,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,100,11,,,,,,"0,202",gid://shopify/Product/15986729910602,gid://shopify/ProductVariant/63188894187850,20.18,DURAL GmbH,10000,8.44,72224050,106727,150610,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,16
020.020.0300,09021120,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 12,5 mm 100 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 12,5 mm 100 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09021120.","Abschlussprofil Edelstahl (V2A, 304) natur 12,5 mm 100 cm","DSE 125, 100",4018448006368,STORABLE,lfm,gid://shopify/Product/15986730762570,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,100,"12,5",,,,,,"0,202",gid://shopify/Product/15986730762570,gid://shopify/ProductVariant/63188919812426,20.46,DURAL GmbH,10000,8.57,72224050,106728,150614,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,16
020.020.0310,09022060,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 6mm 300 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 300 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09022060.","Abschlussprofil Edelstahl (V2A, 304) natur 6mm 300 cm","DSE 60, 300",4018448006276,STORABLE,lfm,gid://shopify/Product/15986731680074,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,300,6,,,,,,"0,161",gid://shopify/Product/15986731680074,gid://shopify/ProductVariant/63188938555722,1.4,DURAL GmbH,10000,7.07,72224050,106729,150618,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,17
020.020.0320,09022080,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 8 mm 300 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 8 mm 300 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09022080.","Abschlussprofil Edelstahl (V2A, 304) natur 8 mm 300 cm","DSE 80, 300",4018448006283,STORABLE,lfm,gid://shopify/Product/15986732597578,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,300,8,,,,,,"0,174",gid://shopify/Product/15986732597578,gid://shopify/ProductVariant/63188956840266,1.4,DURAL GmbH,10000,7.32,72224050,106730,150622,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,17
020.020.0330,09022090,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 9 mm 300 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 9 mm 300 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09022090.","Abschlussprofil Edelstahl (V2A, 304) natur 9 mm 300 cm","DSE 90, 300",4018448021965,STORABLE,lfm,gid://shopify/Product/15986733515082,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,300,9,,,,,,"0,442",gid://shopify/Product/15986733515082,gid://shopify/ProductVariant/63188978958666,1.5,DURAL GmbH,10000,7.55,72224050,106731,150626,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,17
020.020.0340,09022100,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 10 mm 300 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 10 mm 300 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09022100.","Abschlussprofil Edelstahl (V2A, 304) natur 10 mm 300 cm","DSE 100, 300",4018448006290,STORABLE,lfm,gid://shopify/Product/15986734825802,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,300,10,,,,,,"0,186",gid://shopify/Product/15986734825802,gid://shopify/ProductVariant/63189008089418,1.35,DURAL GmbH,10000,7.73,72224050,106732,150630,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,17
020.020.0350,09022110,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 11 mm 300 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 11 mm 300 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09022110.","Abschlussprofil Edelstahl (V2A, 304) natur 11 mm 300 cm","DSE 110, 300",4018448021989,STORABLE,lfm,gid://shopify/Product/15986736070986,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,300,11,,,,,,"0,202",gid://shopify/Product/15986736070986,gid://shopify/ProductVariant/63189058814282,1.41,DURAL GmbH,10000,7.83,72224050,106733,150634,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,17
020.020.0360,09022120,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 12,5 mm 300 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 12,5 mm 300 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09022120.","Abschlussprofil Edelstahl (V2A, 304) natur 12,5 mm 300 cm","DSE 125, 300",4018448006306,STORABLE,lfm,gid://shopify/Product/15986737250634,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,300,"12,5",,,,,,"0,202",gid://shopify/Product/15986737250634,gid://shopify/ProductVariant/63189091582282,1.5,DURAL GmbH,10000,7.94,72224050,106734,150638,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,17
020.020.0370,09022150,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 15 mm 300 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 15 mm 300 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09022150.","Abschlussprofil Edelstahl (V2A, 304) natur 15 mm 300 cm","DSE 150, 300",4018448006313,STORABLE,lfm,gid://shopify/Product/15986738397514,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,300,15,,,,,,"0,215",gid://shopify/Product/15986738397514,gid://shopify/ProductVariant/63189124972874,1.76,DURAL GmbH,10000,8.44,72224050,106735,150642,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,17
050.010.0070,09022155,Balkon und Terrasse,Balkonwinkelprofile,"Balkonwinkelprofil Edelstahl (V2A, 304) silber 80 × 55 mm 300 cm","Balkonwinkelprofil aus Edelstahl (V2A, 304) silber für Randabschlüsse, Winkelanschlüsse und Entwässerungsdetails auf Balkon- und Terrassenflächen. Das Profil unterstützt eine saubere Kantenausbildung und führt Wasser kontrolliert vom Belagsrand weg. Abmessung: 80 × 55 mm 300 cm, Material: Edelstahl (V2A, 304), Farbe: silber, Artikelnummer: 09022155.","Balkonwinkelprofil Edelstahl (V2A, 304) silber 80 × 55 mm 300 cm","BWE 55, 300",4018448052426,STORABLE,lfm,gid://shopify/Product/15986739708234,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Silber,DURABAL BW,A,lfm,,5,40,,80,300,55,,,,,,2,gid://shopify/Product/15986739708234,gid://shopify/ProductVariant/63189169668426,47.44,DURAL GmbH,10000,19.85,72224050,106736,150646,"0,08",4259,05.07.2026 20:08,24.08.2026 16:31,20347,18
050.010.0080,09022175,Balkon und Terrasse,Balkonwinkelprofile,"Balkonwinkelprofil Edelstahl (V2A, 304) silber 80 × 75 mm 300 cm","Balkonwinkelprofil aus Edelstahl (V2A, 304) silber für Randabschlüsse, Winkelanschlüsse und Entwässerungsdetails auf Balkon- und Terrassenflächen. Das Profil unterstützt eine saubere Kantenausbildung und führt Wasser kontrolliert vom Belagsrand weg. Abmessung: 80 × 75 mm 300 cm, Material: Edelstahl (V2A, 304), Farbe: silber, Artikelnummer: 09022175.","Balkonwinkelprofil Edelstahl (V2A, 304) silber 80 × 75 mm 300 cm","BWE 75, 300",4018448052433,STORABLE,lfm,gid://shopify/Product/15986741018954,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Silber,DURABAL BW,A,lfm,,5,40,,80,300,75,,,,,,"0,733",gid://shopify/Product/15986741018954,gid://shopify/ProductVariant/63189212627274,53.56,DURAL GmbH,10000,22.42,72224050,106737,150650,"0,08",4259,05.07.2026 20:08,24.08.2026 16:31,20347,18
050.010.0090,09022195,Balkon und Terrasse,Balkonwinkelprofile,"Balkonwinkelprofil Edelstahl (V2A, 304) silber 80 × 95 mm 300 cm","Balkonwinkelprofil aus Edelstahl (V2A, 304) silber für Randabschlüsse, Winkelanschlüsse und Entwässerungsdetails auf Balkon- und Terrassenflächen. Das Profil unterstützt eine saubere Kantenausbildung und führt Wasser kontrolliert vom Belagsrand weg. Abmessung: 80 × 95 mm 300 cm, Material: Edelstahl (V2A, 304), Farbe: silber, Artikelnummer: 09022195.","Balkonwinkelprofil Edelstahl (V2A, 304) silber 80 × 95 mm 300 cm","BWE 95, 300",4018448052440,STORABLE,lfm,gid://shopify/Product/15986742296906,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Silber,DURABAL BW,A,lfm,,5,40,,80,300,95,,,,,,"2,5",gid://shopify/Product/15986742296906,gid://shopify/ProductVariant/63189246705994,60.4,DURAL GmbH,10000,25.28,72224050,106738,150654,"0,08",4259,05.07.2026 20:08,24.08.2026 16:31,20347,18
020.020.0380,09028020,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 2 mm 250 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 2 mm 250 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09028020.","Abschlussprofil Edelstahl (V2A, 304) natur 2 mm 250 cm","DSE 20, 250",4018448006597,STORABLE,lfm,gid://shopify/Product/15986743411018,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,250,2,,,,,,"0,117",gid://shopify/Product/15986743411018,gid://shopify/ProductVariant/63189271281994,1.35,DURAL GmbH,10000,6.53,72224050,106739,150658,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,20
020.020.0390,09028030,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 3 mm 250 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 3 mm 250 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09028030.","Abschlussprofil Edelstahl (V2A, 304) natur 3 mm 250 cm","DSE 30, 250",4018448006382,STORABLE,lfm,gid://shopify/Product/15986744394058,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,250,3,,,,,,"0,13",gid://shopify/Product/15986744394058,gid://shopify/ProductVariant/63189298741578,1.35,DURAL GmbH,10000,6.53,72224050,106740,150662,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,17
020.020.0400,0902803099,Profile,Abschlussprofile Winkel,"Biegbares Abschlussprofil Edelstahl (V2A, 304) natur 3 mm 250 cm","Biegbares Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 3 mm 250 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 0902803099.","Biegbares Abschlussprofil Edelstahl (V2A, 304) natur 3 mm 250 cm","DSE 30-ZF, 250",4018448054109,STORABLE,lfm,gid://shopify/Product/15986745475402,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,,,250,3,,,,,,"0,106",gid://shopify/Product/15986745475402,gid://shopify/ProductVariant/63189329117514,18.88,DURAL GmbH,10000,7.9,72224050,106741,150666,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,17
020.020.0410,09028031,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur hochglanzpoliert 3 mm 250 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur hochglanzpoliert für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 3 mm 250 cm, Material: Edelstahl (V2A, 304), Oberfläche: hochglanzpoliert, Farbe: natur, Artikelnummer: 09028031.","Abschlussprofil Edelstahl (V2A, 304) natur hochglanzpoliert 3 mm 250 cm","DSE 30-SP, 250",4018448011713,STORABLE,lfm,gid://shopify/Product/15986746327370,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,hochglanzpoliert,Natur,DUROSOL,A,lfm,,10,40,300,,250,3,,,,,,"0,13",gid://shopify/Product/15986746327370,gid://shopify/ProductVariant/63189348712778,23.34,DURAL GmbH,10000,9.77,72224050,106742,150670,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,16
020.020.0420,09028040,Profile,Abschlussprofile Winkel,"Abschlussprofil Edelstahl (V2A, 304) natur 4,5 mm 250 cm","Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 4,5 mm 250 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 09028040.","Abschlussprofil Edelstahl (V2A, 304) natur 4,5 mm 250 cm","DSE 45, 250",4018448006399,STORABLE,lfm,gid://shopify/Product/15986747343178,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,300,,250,"4,5",,,,,,"0,142",gid://shopify/Product/15986747343178,gid://shopify/ProductVariant/63189376827722,1.4,DURAL GmbH,10000,6.82,72224050,106743,150674,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,17
020.020.0430,0902804099,Profile,Abschlussprofile Winkel,"Biegbares Abschlussprofil Edelstahl (V2A, 304) natur 4,5 mm 250 cm","Biegbares Abschlussprofil aus Edelstahl (V2A, 304) natur für den sauberen Abschluss keramischer Wand- und Bodenbeläge. Das Profil schützt freiliegende Belagskanten und bildet eine gerade, belastbare Abschlusskante. Abmessung: 4,5 mm 250 cm, Material: Edelstahl (V2A, 304), Farbe: natur, Artikelnummer: 0902804099.","Biegbares Abschlussprofil Edelstahl (V2A, 304) natur 4,5 mm 250 cm","DSE 45-ZF, 250",4018448054116,STORABLE,lfm,gid://shopify/Product/15986748227914,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DUROSOL,A,lfm,,10,40,,,250,"4,5",,,,,,"0,118",gid://shopify/Product/15986748227914,gid://shopify/ProductVariant/63189405008202,19.52,DURAL GmbH,10000,8.17,72224050,106744,150678,,4259,05.07.2026 20:08,24.08.2026 16:31,20327,16
